video_id,video_title,video_description,published_at,category_id,channel_id,channel_title
eGhl_m539eg,From Hobby to Passion: Why We Breed Goats,Why do we have some of our goats reproduce? Join us as we discuss our family and our farm. Our focus is on Nigerian Dwarf ...,2024-12-06T12:00:59Z,15,UClgINGSn5LFLyREbW99UpvA,Goat For It
FhexeVJrivU,Sassy Australian Shepherd Tagebuch  Manfred Mann Dave is on The Road again,,2024-12-06T16:16:26Z,15,UCxA1LoF5EnxFTNl8jfuUW_g,Vier Froschen
t__8C7Z_YAY,The Chef Cat Family | That Little Puff,Dive into Puff's new Chef Collection! Watch as Puff crafts and creates—each video a story told with paws and imagination.,2024-12-03T20:35:40Z,15,UClFN9LShD_Pv0wnSeUKbUZw,That Little Puff
XdzdljSq8-0,December shoutouts with the Ragdolls gang! #shoutout #catlover,It's the beginning off the month and here are this months shoutouts- we are truly grateful for you! Channel links below..... @3JBCel ...,2024-12-05T13:18:21Z,15,UCtaXksy3T1xoCL-s7yriFdA,Living with Ragdolls
rFdnQixQCrA,Wow Aj Surprise Tu Bht Kamal Tha 🥰 Lekin Phir Kia Howa ？,Wow Aj Surprise Tu Bht Kamal Tha Lekin Phir Kia Howa ？ #horse #pets #petsvlog #ahmapetsvlog #ahma #babyhorse ...,2024-12-05T07:00:31Z,15,UC7pvWB8Cs0vT4j34hEjF0AQ,Ahma Pets Vlog
UwsZIkf58Qs,Mera Dream Animal Anay Wala Hai 🥳,Mera Dream Animal Anay Wala Hai #Rescue #rescued #petsvloging #rescueanimals Subscribe to ...,2024-12-01T09:33:10Z,15,UChm71swKCMqSmpds_afyYOA,100 Kaam Hain
KV55tXu8vdM,Family Diary- We put up the Christmas tree with 3 Mini Dachshunds &amp; Bengal Cat.,LOULOU & COCO: •INSTAGRAM https://www.instagram.com/loulouminidachshund •FACEBOOK ...,2024-12-02T19:47:08Z,15,UCFr3gGZfU6VEjD5Y23Coc6g,Loulou & Friends
jpPmYsXpB0k,🐕 From Hopeless to HEALED ! The Rescue That Saved Us Both - Camper Van Histories,FROM HOPELESS TO HEALED: The Rescue That Saved Us Both Hey Animal Lovers! This isn't just a video - it's a ...,2024-12-05T17:42:20Z,15,UCay4fKV6uCuEudTSaKOo04A,𝐏𝐥𝐞𝐚𝐬𝐞 𝐝𝐨𝐧'𝐭 𝐭𝐞𝐥𝐥 𝐁𝐮𝐝𝐡𝐡𝐚 
RZtns1nn9Sg,Mission Complete 😍,Mission Complete #pets #petsvlog #vlog Asslamualaikum Friend! SUPPORT OUR PET HOUSE Donate here – For Your ...,2024-12-05T09:39:02Z,15,UCrn-7E41QWkrj6ycrCuZZlQ,Hammad Pet House 
JJoP9hU3mC4,Exotic Livestock You Didn&#39;t Know Could Be Farmed!,"Are you bored with traditional cows, horses, goats, and sheep? Let's dive into some exotic livestock breeds, what their purposes ...",2024-12-06T12:30:16Z,15,UCA0cy73n-OPTqGoVUjbdVOw,Amazing Livestock Breeds
mkEGjEGZ1Ec,Murgion ko thand say kaisay bchain || مرغیوں کو ٹھنڈ سے کیسے بچایں۔,Murgion ko thand say kaisay bchain || مرغیوں کو ٹھنڈ سے کیسے بچایں۔ سردیوں میں مرغیوں کی دیکھ بھال انتہائی اہم ہے تاکہ وہ ...,2024-12-06T09:57:45Z,15,UCWuDCnM699fcdU07NgfE0uQ,Wasi & Taqi
bbj25cVSp88,Most NEGLECTED PET .. STOP IMPULSE BUYING THESE! Everything you know about hermit crabs is WRONG!!,www.tarantulakat.com www.stopthesquish.com Contact for business inquires ONLY: tarantulakat@yahoo.com *Amazon Affiliate ...,2024-12-05T23:50:39Z,15,UCU96agzvxkhBSakL1214kfQ,tarantula kat
Nns7KyBvQ1E,कबूतरों की उड़ान || kabootar bazi 2024 || pigeon tournament 2024 || pigeon tournament,कबूतरों की उड़ान || kabootar bazi 2024 || pigeon tournament 2024 || pigeon tournament #pigeon #kabootar #birds ...,2024-12-01T08:30:09Z,15,UC-6n8pdDKHmmW61F7UkQ5OA,The Animal Hub
SKXvyobNWMM,Kitten meowing loudly and asking milk from her mommy,"Five days after Hotaru, a stray kitten, gave birth, she was enjoying her time alone when Sango, her kitten, began meowing for milk.",2024-12-03T12:00:29Z,15,UCCZfeUN7YPsyxEykxm-nxUg,ねこぱんちParaguay
S-x-zC_DiOI,"&quot;O Corinthians VAI PRA LIBERTADORES, gente! AGORA SIM EU POSSO DIZER que...&quot; Mauro Cezar ELOGIA!","O Corinthians vai pra Libertadores? O Timão venceu o Criciúma por 4 gols a 2, engatou o sétimo triunfo seguido e está perto de ...",2024-12-01T18:11:19Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
BDbecJ4Yeeo,"&quot;O HULK MOSTROU VERGONHA NA CARA! CHOROU, TEVE DIGNIDADE e...&quot; Mauro Cezar LEMBRA Gabigol e ELOGIA!","Hulk chorando após o Atlético Mineiro ser vice para o Botafogo campeão da Libertadores foi exaltado por Mauro Cezar Pereira, ...",2024-12-02T00:00:09Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
bK6iMnkQ3U4,🔥 UM TIME COVARDE! CHEGOU A HORA DO PEDRO LOURENÇO E ALEXANDRE MATTOS APARECEREM E SE EXPLICAREM,Cobrança do Diogo Medeiros após a derrota do Cruzeiro para o Palmeiras no Mineirão. Que pode custar a vaga na Copa ...,2024-12-05T05:00:02Z,17,UCy7aeNy60EVhMwBziYsET-A,Cruzeiro Sports
VTdZWAuloqE,"&quot;É DESESPERADOR, cara! Pra mim, quem VAI SE REBAIXADO é o...&quot; Galo, Flu, Furacão ou Bragantino?","Atlético Mineiro, Athletico Paranaense, Fluminense, Bragantino... Quem vai ser rebaixado no Brasileirão? A luta contra o ...",2024-12-06T16:25:29Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
RmR-gDOC4nE,VASCO 2 X 2 ATLÉTICO-GO | MELHORES MOMENTOS | 36ª RODADA BRASILEIRÃO 2024 | ge.globo,"Vasco busca empate contra o lanterna Atlético-GO e evita o pior em São Januário. Na estreia de Felipe Maestro, Cruz-Maltino ...",2024-12-01T02:42:48Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
EjRsDaGSi0s,&quot;UMA COISA É CERTA! O Flamengo para 2025 VAI TER QUE...&quot; Mauro Cezar FALA A REAL sobre REFORÇOS!,"O Flamengo precisará contratar reforços para o ataque para 2025? Mauro Cezar Pereira fez ótima análise no Bate-Pronto, ...",2024-12-03T17:00:13Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
K7S2nG1ZHq0,FRED CALDEIRA ABRIU SEU CORAÇÃO E FALOU DAS CHANCES DO FLUMINENSE CAIR NO BRASILEIRÃO BETANO!,"Na Live do André Henning desta sexta-feira, André Henning recebeu Fred Caldeira pra falar da situação do Fluminense no ...",2024-12-06T21:00:22Z,17,UC58zOo8_-ZQVF6o-FKMUqCQ,Cortes da TNT Sports
Lutjubgdivw,"&quot;QUE ARRANCADA INCRÍVEL!!! Cara, NUNCA NA HISTÓRIA o Corinthians...&quot; Vampeta EXALTA 3 a 0 no Bahia!",O Corinthians venceu o Bahia por 3 a 0 hoje com gols de Memphis Depay e Yuri Alberto e está perto da Libertadores. Vampeta ...,2024-12-04T01:25:36Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
9vTWtzus6Z8,ATLÉTICO CORRE RISCO DE REBAIXAMENTO E TEM CHANCE DE CLASSIFICAÇÃO PRA &#39;SULA&#39; NA MESMA RODADA,"Ainda que de maneira remota, o Atlético poderá jogar a última rodada do Campeonato Brasileiro convivendo com chances de ser ...",2024-12-06T18:00:05Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
ZOs5yUBf9QU,&quot;ONDE JÁ SE VIU ISSO??? É UMA BAGUNÇA! Como é que um jogador do Corinthians...&quot; CENA POLÊMICA!,"Cacá, zagueiro do Corinthians, exibiu uma faixa com ofensa à mídia após a vitória de ontem sobre o Bahia por 3 a 0. A atitude do ...",2024-12-04T15:35:29Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
y4UlSqffcQA,GLOBO ESPORTE DE HOJE (06/12/2024) FLAMENGO X VITÓRIA NO BRASILEIRÃO!!! SORTEIO DO MUNDIAL!!!,GLOBO ESPORTE DE HOJE 06/12/2024 GLOBO ESPORTE NOTÍCIAS DE FLAMENGO X VITÓRIA NO BRASILEIRÃO!!! GLOBO ...,2024-12-06T16:28:10Z,17,UCtBJ6xPiEa4dtpR1jcLpwxA,Israel Asaph Fla
_cZznJ2ZSV0,"&quot;EU TAVA LÁ E FALO! Pra mim, esse TÍTULO do Botafogo foi o MAIS...&quot; Mauro Beting EXALTA Libertadores",Mauro Beting fez uma homenagem emocionante ao Botafogo campeão da Libertadores pela 1ª vez na história. Assista no ...,2024-12-02T17:33:38Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
1alzaBuyVD8,JVX E ALÊ ANALISAM A SITUAÇÃO DO TREINADOR GABRIEL MILITO NO ATLÉTICO,"Com drama do início ao fim, o Botafogo se sagrou campeão da Copa Libertadores de 2024. Na tarde deste sábado (30), apesar ...",2024-12-01T01:30:02Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
fSZauQkQ45k,"&quot;ISSO PARECIA IMPOSSÍVEL! Gente, o Corinthians agora PODE ATÉ IGUALAR A MARCA de...&quot; VEJA DEBATE!","Hoje tem o jogo Corinthians x Bahia ao vivo e com imagens pelo Brasileirão. O Timão vem de sete vitórias seguidas e, se triunfar ...",2024-12-03T15:33:19Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
GTm9cuuGEks,É CRISE! CITY CHEGA A 7 JOGOS SEM VENCER! ANALISAMOS O MOMENTO DA EQUIPE APÓS A VITÓRIA DO LIVERPOOL,O que acontece com o Manchester City? O Liverpool jogou muito e se isolou ainda mais na liderança da Premier League!,2024-12-01T19:50:33Z,17,UC58zOo8_-ZQVF6o-FKMUqCQ,Cortes da TNT Sports
gfdRjGHti-M,"&quot;É LAMENTÁVEL o que o Gabigol tá FAZENDO, cara! Ele FALAR ISSO é...&quot; OLHA esse DEBATE no Flamengo!","Antes da despedida no Flamengo, Gabigol lançou um canal no YouTube e publicou um vídeo em que relembra os momentos ...",2024-12-06T16:56:18Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
WS1udJxD6Uc,GOLS DO FANTÁSTICO🐴⚽ QUEM LEVA O BRASILEIRÃO🏆? BOTAFOGO OU PALMEIRAS? | ge.globo,Confira os gols do Brasileirão desse domingão e a posição dos cavalinhos! #golsdofantastico #gols #futebol. ✓ INSCREVA-SE ...,2024-12-02T02:34:55Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
_HnICJsKqe4,"&quot;O Palmeiras ESPERNEIA, RECLAMA, mas essa DECISÃO pra mim é...&quot; Mauro Cezar É DIRETO sobre POLÊMICA!",A decisão da CBF de que o jogo Cruzeiro x Palmeiras será disputado com portões fechados segue em vigor até o momento.,2024-12-03T17:30:06Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
7xxSkLWNt5M,JUCA KFOURI: FLUMINENSE É O PRINCIPAL CANDIDATO À QUEDA! PODE JOGAR A SÉRIE B E O MUNDIAL!,"No Posse de Bola, Juca Kfouri crava o Fluminense como favorito ao rebaixamento para a Série B do Brasileirão! Arnaldo Ribeiro ...",2024-12-06T13:31:55Z,17,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte
xo20jo0XCbk,&quot;O ATLÉTICO-MG FOI UM DESASTRE! ME CHAMOU ATENÇÃO como o...&quot; Mauro Cezar FALA do Botafogo CAMPEÃO!,"Mauro Cezar criticou o Atlético Mineiro, que levou 3 gols a 1 do Botafogo campeão da Libertadores hoje mesmo com um jogador ...",2024-12-01T00:00:40Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
dnCKiPqofk4,ÁLVARO DAMIÃO FALA SOBRE O ATLÉTICO NA TEMPORADA,"Quatro dias após ver o título da Copa Libertadores ficar nas mãos do Botafogo, o Atlético acumulou mais um revés na temporada.",2024-12-05T10:00:46Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
_VP4_y5q9KU,"&quot;O Atlético-MG PODE SER REBAIXADO, gente! O trabalho do Milito foi...&quot; Mauro Cezar MANDA A REAL!","Gabriel Milito foi demitido do Atlético Mineiro, que, incrivelmente, pode ser rebaixado na última rodada do Brasileirão. Confira o ...",2024-12-05T16:38:55Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
SC5wIZb6Cow,QUEM SE DEU BEM NO SORTEIO DO SUPER MUNDIAL? ANALISAMOS A SITUAÇÃO DOS BRASILEIROS NA COMPETIÇÃO!,Os grupos do Super Mundial estão definidos! Quem tem que agradecer e quem tem que lamentar? Diz aí! Aqui você encontra os ...,2024-12-05T21:00:37Z,17,UC58zOo8_-ZQVF6o-FKMUqCQ,Cortes da TNT Sports
-rXnM7rG3Ig,&quot;OLHA ISSO! É COISA DE CRAQUE! O Flamengo hoje TEM UM JOGADOR que...&quot; VEJA quem IMPRESSIONOU!,"Após a vitória do Flamengo por 3 gols a 2 sobre o Inter hoje, Gerson foi exaltado no Canelada, da Jovem Pan Esportes. Assista!",2024-12-01T22:33:03Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
pdNZCcyzLQ8,📻 RÁDIO ESPORTES 📻| INFORMAÇÕES IMPORTANTES SOBRE O ATLÉTICO🚨| DEBATE QUENTE 🚨| POSSIBILIDADES REAIS,Atlético Mineiro / Rádio Itatiaia / TV GALO / Globo MG. .a . . #atletico #information #atleticomg #globoesporte #13ÉGALO ...,2024-12-06T16:58:20Z,17,UCHrNSX47hkkZbZMen0GjBEQ,AKI É GALO MG
Qe6ylgo6L-s,"&quot;O Palmeiras TÁ PERDENDO o TÍTULO por causa disso, gente! E essa NARRATIVA...&quot; Mauro Cezar DÁ AULA!","Mauro Cezar Pereira fez uma ÓTIMA ANÁLISE sobre o Palmeiras, que deve ser vice-campeão brasileiro para o Botafogo em ...",2024-12-05T15:29:27Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
Shrkepchyss,FLAMENGO 3 X 2 INTERNACIONAL NO BRASILEIRÃO!!! MICHAEL DECIDIU!!!,,2024-12-02T16:31:15Z,17,UCtBJ6xPiEa4dtpR1jcLpwxA,Israel Asaph Fla
YOaDVe4Bd24,O São Paulo VAI ENTREGAR pro Botafogo para FO%&amp;R o Palmeiras??? OLHA ESSE DEBATE POLÊMICO!,"O São Paulo vai ""entregar"" para o Botafogo para prejudicar o Palmeiras na luta pelo título brasileiro? A última rodada do ...",2024-12-05T03:29:34Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
1nO33CbvIhk,🔥 ATÉ QUANDO VAI SER ESSA PALHAÇADA NO CRUZEIRO? COBRANÇA DO DIOGO MEDEIROS APÓS MAIS UM JOGO RUIM,A falta de vergonha na cara e o desrespeito com a camisa do Cruzeiro são tão grandes. Quem nem a cara queima mais! De lero ...,2024-12-02T01:29:33Z,17,UCy7aeNy60EVhMwBziYsET-A,Cruzeiro Sports
TtL3tyK3Szo,"&quot;O Flamengo do Filipe Luís TEM NÚMEROS DE TIME CAMPEÃO, cara! Ele TÁ PROVANDO que...&quot; 3 a 2 no Inter",O Flamengo de Filipe Luís venceu o Internacional por 3 gols a 2 hoje e derrubou uma longa invencibilidade do time colorado.,2024-12-01T21:32:32Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
M0UAaHrdrm0,CRICIÚMA 2 X 4 CORINTHIANS | MELHORES MOMENTOS | 36ª RODADA BRASILEIRÃO 2024 | ge.globo,"No rumo da Libertadores ! Quando Ramón Díaz estreou pelo Corinthians, exatamente contra o Criciuma, a equipe era a 17ª ...",2024-12-01T00:44:54Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
H8rulV11iEE,Dá pro Botafogo ENCARAR e VENCER o Real Madrid no MUNDIAL??? Veja DEBATE após TÍTULO da Libertadores,"O Botafogo tem chances de vencer o Real Madrid se for à final do Mundial, a Copa Intercontinental de 2024? Veja o debate após ...",2024-12-01T17:16:32Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
fG34zmmV168,CORINTHIANS 3 X 0 BAHIA | MELHORES MOMENTOS | 37ª RODADA BRASILEIRÃO 2024 | ge.globo,"Memphis marca duas vezes, Corinthians bate o Bahia e chega a oito vitórias seguidas no Brasileirão Holandês e Yuri Alberto ...",2024-12-04T01:34:34Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
UOFdBshZ6og,"&quot;ISSO É MUITO LOUCO, cara! É MALUCO! O Corinthians...&quot; OLHA como VAGA pra Libertadores CHOCOU!","Corinthians na Libertadores 2025: a classificação do Timão, que emendou oito vitórias seguidas, impressionou e foi elogiada no ...",2024-12-05T21:30:08Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
avw98EKTOAQ,VITÓRIA 2 X 0 FORTALEZA| MELHORES MOMENTOS | 36ª RODADA BRASILEIRÃO 2024 | ge.globo,"Em noite de Alerrandro, Vitória bate o Fortaleza e garante permanência na Série A Atacante anota dois gols e comanda triunfo ...",2024-12-01T23:43:10Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
W1qtJRXn_Lo,&quot;PELO AMOR DE DEUS! NÃO DÁ PRA COMPARAR! O título MAIS ÉPICO foi o...&quot; Botafogo ou Flamengo de 2019?,Qual título de Libertadores foi mais épico: o do Botafogo em 2024 ou do Flamengo em 2019? Veja o que Mauro Cezar Pereira ...,2024-12-01T23:00:34Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
-PmrgwbhZc4,CRUZEIRO 1 X 2 PALMEIRAS | MELHORES MOMENTOS | 37ª RODADA BRASILEIRÃO 2024 | ge.globo,Ele é DE-CI-SI-VO! Estêvão passa a dividir a liderança do ranking de jogadores mais decisivos do Brasileirão.Agora são 13 ...,2024-12-05T02:30:13Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
Viqo_ZVucXQ,"&quot;O Renato Gaúcho tá TOTALMENTE DESCONTROLADO, cara! Ele...&quot; OLHA esse FLAGRA após Grêmio x São Paulo",Renato Gaúcho tirando os jogadores do Grêmio da zona mista para não falar com jornalistas chamou a atenção após a vitória de ...,2024-12-01T23:30:05Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
UtAIjKvUcZs,GLOBO ESPORTE DE HOJE (05/12/2024) CRICIÚMA 0 X 3 FLAMENGO NO BRASILEIRÃO!!! SORTEIO DO MUNDIAL!!!,GLOBO ESPORTE DE HOJE 05/12/2024 GLOBO ESPORTE NOTÍCIAS DE CRICIÚMA 0 X 3 FLAMENGO NO BRASILEIRÃO!,2024-12-05T16:25:37Z,17,UCtBJ6xPiEa4dtpR1jcLpwxA,Israel Asaph Fla
kLt0Xmbg3Uc,FLAMENGO 3 X 2 INTERNACIONAL | MELHORES MOMENTOS | 36ª RODADA BRASILEIRÃO 2024 | ge.globo,Flamengo vence o Inter no Maracanã e acaba com chance de título do time gaúcho. Rubro-Negro deu show no primeiro tempo e ...,2024-12-01T21:19:26Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
pvNm2qSyUqU,VEJA A ENTREVISTA EXCLUSIVA DE ALEXANDRE MATTOS SOBRE JOGO CONTRA O PALMEIRAS DE PORTÕES FECHADOS,Confederação Brasileira de Futebol (CBF) e Polícia Militar de Minas Gerais (PMMG) deram diferentes versões sobre todo o ...,2024-12-04T15:37:46Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
U3COFO0f0ao,"DIRETOR DO ATLÉTICO, VICTOR BAGY ANUNCIA SAÍDA DE MILITO E EXPLICA MOTIVOS","O Atlético segue em crise técnica na reta final da temporada 2024. O Galo perdeu para o Vasco na noite desta quarta-feira (4), ...",2024-12-05T02:02:08Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
gDkEcJf38zg,GLOBO ESPORTE DE HOJE (03/12/2024) CRICIÚMA X FLAMENGO NO BRASILEIRÃO!!! GABIGOL ESTÁ DE FORA!!!,GLOBO ESPORTE DE HOJE 03/12/2024 GLOBO ESPORTE NOTÍCIAS DE CRICIÚMA X FLAMENGO NO BRASILEIRÃO!,2024-12-03T16:42:23Z,17,UCtBJ6xPiEa4dtpR1jcLpwxA,Israel Asaph Fla
Dluv1j3JPM4,"JUCA KFOURI: NÃO VAI TER GOLPE! SE AUGUSTO MELO CAIR, SERÁ PORQUE O CORINTHIANS FAZ GESTÃO TEMERÁRIA","Arnaldo Ribeiro, Eduardo Tironi, Mauro Cezar Pereira, Danilo Lavieri, José Trajano e Juca Kfouri debatem os principais assuntos ...",2024-12-02T16:15:02Z,17,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte
PiGf-NdPQyE,"POTES DO MUNDIAL DE CLUBES! VEJA POSSÍVEIS CONFRONTOS DE BOTAFOGO, FLAMENGO, FLUMINENSE E PALMEIRAS","Jorge Iggor traz os potes para o sorteio do Mundial de Clubes 2025, que conta com a participação de Flamengo, Fluminense, ...",2024-12-03T16:14:38Z,17,UC58zOo8_-ZQVF6o-FKMUqCQ,Cortes da TNT Sports
QGRdU0tPnLc,GLOBO ESPORTE DE HOJE (04/12/2024) CRICIÚMA X FLAMENGO NO BRASILEIRÃO!!! FLUMINENSE PODE CAIR!!!,GLOBO ESPORTE DE HOJE 04/12/2024 GLOBO ESPORTE NOTÍCIAS DE CRICIÚMA X FLAMENGO NO BRASILEIRÃO!,2024-12-04T16:28:35Z,17,UCtBJ6xPiEa4dtpR1jcLpwxA,Israel Asaph Fla
EvYOCBjFiCA,FLUMINENSE 1 X 0 CUIABÁ | MELHORES MOMENTOS | 37ª RODADA DO BRASILEIRÃO 2024 | ge.globo,"Fluminense vence o Cuiabá, mas não garante permanência e vai para última rodada na briga contra o Z-4. Serna anotou o único ...",2024-12-06T01:06:14Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
GXLfzXI_-kM,MAURO CEZAR: CORINTHIANS DEVERIA SE ESTRUTURAR PARA BRIGAR PELO TÍTULO! VAGA NA LIBERTADORES É POUCO,"No UOL News Esporte, Mauro Cezar diz que o Corinthians não deveria se contentar apenas com vaga na Libertadores, como ...",2024-12-04T13:11:02Z,17,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte
WSKQGCu-6IY,PROVÁVEL TIME DO GRÊMIO CONTRA O VITÓRIA | ESPORTES AO MEIO-DIA | 04/12/2024,"O Grêmio visita o Vitória, nesta quarta (4), no estádio Barradão, em Salvador, pela 37ª rodada do Campeonato Brasileiro.",2024-12-04T17:45:01Z,17,UCRC3upGcj_decdPi7JXT7Bg,GZH
2ozkWZABikw,ESPORTE CORINTHIANS! TIMÃO VIROU UMA MAQUINA! CRAVOU VAGA NA LIBERTADORES! E ROMERO QUER,ESPORTE CORINTHIANS! TIMÃO VIROU UMA MAQUINA! CRAVOU VAGA NA LIBERTADORES! E ROMERO RENOVA COM O ...,2024-12-01T16:59:00Z,17,UCEOFPR8jjpgH_qWKabG_vlA,Esporte Corinthians Hoje
U3COFO0f0ao,"DIRETOR DO ATLÉTICO, VICTOR BAGY ANUNCIA SAÍDA DE MILITO E EXPLICA MOTIVOS","O Atlético segue em crise técnica na reta final da temporada 2024. O Galo perdeu para o Vasco na noite desta quarta-feira (4), ...",2024-12-05T02:02:08Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
gDkEcJf38zg,GLOBO ESPORTE DE HOJE (03/12/2024) CRICIÚMA X FLAMENGO NO BRASILEIRÃO!!! GABIGOL ESTÁ DE FORA!!!,GLOBO ESPORTE DE HOJE 03/12/2024 GLOBO ESPORTE NOTÍCIAS DE CRICIÚMA X FLAMENGO NO BRASILEIRÃO!,2024-12-03T16:42:23Z,17,UCtBJ6xPiEa4dtpR1jcLpwxA,Israel Asaph Fla
EvYOCBjFiCA,FLUMINENSE 1 X 0 CUIABÁ | MELHORES MOMENTOS | 37ª RODADA DO BRASILEIRÃO 2024 | ge.globo,"Fluminense vence o Cuiabá, mas não garante permanência e vai para última rodada na briga contra o Z-4. Serna anotou o único ...",2024-12-06T01:06:14Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
LgpkK8Tk_u0,🔥 OS JOGADORES ESTÃO DE FÉRIAS!? ELES ACHAM QUE JÁ ESTÁ BOM DEMAIS? LEANDRO GUERREIRO RASGA O VERBO,Estamos ao vivo analisando as últimas notícias do Cruzeiro. Bora resenhar! KTO FAÇA SUA APOSTA PELO LINK: ...,2024-12-02T22:22:55Z,17,UCy7aeNy60EVhMwBziYsET-A,Cruzeiro Sports
Dluv1j3JPM4,"JUCA KFOURI: NÃO VAI TER GOLPE! SE AUGUSTO MELO CAIR, SERÁ PORQUE O CORINTHIANS FAZ GESTÃO TEMERÁRIA","Arnaldo Ribeiro, Eduardo Tironi, Mauro Cezar Pereira, Danilo Lavieri, José Trajano e Juca Kfouri debatem os principais assuntos ...",2024-12-02T16:15:02Z,17,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte
GXLfzXI_-kM,MAURO CEZAR: CORINTHIANS DEVERIA SE ESTRUTURAR PARA BRIGAR PELO TÍTULO! VAGA NA LIBERTADORES É POUCO,"No UOL News Esporte, Mauro Cezar diz que o Corinthians não deveria se contentar apenas com vaga na Libertadores, como ...",2024-12-04T13:11:02Z,17,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte
WSKQGCu-6IY,PROVÁVEL TIME DO GRÊMIO CONTRA O VITÓRIA | ESPORTES AO MEIO-DIA | 04/12/2024,"O Grêmio visita o Vitória, nesta quarta (4), no estádio Barradão, em Salvador, pela 37ª rodada do Campeonato Brasileiro.",2024-12-04T17:45:01Z,17,UCRC3upGcj_decdPi7JXT7Bg,GZH
jsDjdh-znTc,🦊JAECI TRAZ INFORMAÇÃO QUENTE DO PEDRINHO BH SOBRE REFORÇOS! Veja...,JAECI TRAZ INFORMAÇÃO QUENTE DO PEDRINHO BH SOBRE REFORÇOS! Veja... Salve Nação! Saudações Celestes! Este é ...,2024-12-02T09:00:53Z,17,UCuQD4iSR0VQWEuNpQQPTayA,PORTAL DO CRUZEIRO
SLkRK4oyBnQ,HERNAN: SÃO PAULO NÃO TEM HARMONIA NOS DISCURSOS DO TÉCNICO E DA DIRETORIA! O CLUBE FICOU REFÉM!,"No De Primeira, André Hernan explica falta de sintonia entre o discurso do técnico do Zubeldía e o da diretoria do São Paulo ...",2024-12-05T15:28:02Z,17,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte
Ni168vJThLY,PM FALA SOBRE JOGO DE CRUZEIRO X PALMEIRAS QUE VAI ACONTECER SEM TORCIDA,A Confederação Brasileira de Futebol (CBF) emitiu nota na noite dessa terça-feira (3) e informou que a partida entre Cruzeiro e ...,2024-12-04T14:34:40Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
0s9CNq1Rpx0,MANO MENEZES DIZ QUE FLUMINENSE PODE PONTUAR CONTRA O PALMEIRAS E FUGIR DO REBAIXAMENTO,"Em coletiva, Mano Menezes elogiou a atuação do Fluminense na vitória diante do Curitiba e se mostrou otimista na possibilidade ...",2024-12-06T01:59:05Z,17,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte
